The "SUID","Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"23455","figure legend:4B|curation depth:mimix curation","Kunz et al. (2006)","spoke expansion","MI:1060","0.8","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3868008","association","Q9BZI7 (EBI-3868008) Q92900","false","association","pubmed","16601204","false","EBI-3868008","Q9BZI7 (EBI-3868008) Q92900","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23456","figure legend:4B|curation depth:mimix curation","Kunz et al. (2006)","spoke expansion","MI:1060","0.64","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3868008","association","Q9BZI7 (EBI-3868008) Q15287","false","association","pubmed","16601204","false","EBI-3868008","Q9BZI7 (EBI-3868008) Q15287","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23458","figure legend:5a|curation depth:mimix curation","Kunz et al. (2006)",,,"0.85","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3868046","physical association","Q9BZI7 (EBI-3868046) P38919","false","physical association","pubmed","16601204","false","EBI-3868046","Q9BZI7 (EBI-3868046) P38919","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23460","figure legend:4B|curation depth:mimix curation","Kunz et al. (2006)","spoke expansion","MI:1060","0.35","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3869418","association","Q9H1J1-2 (EBI-3869418) Q9UPR3","false","association","pubmed","16601204","false","EBI-3869418","Q9H1J1-2 (EBI-3869418) Q9UPR3","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23461","figure legend:4D|curation depth:mimix curation","Gehring et al. (2005)","spoke expansion","MI:1060","0.64","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3868738","association","Q15287 (EBI-3868738) Q9BZI7","false","association","pubmed","16209946","false","EBI-3868738","Q15287 (EBI-3868738) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23462","figure legend:5B|curation depth:mimix curation","Gehring et al. (2005)","spoke expansion","MI:1060","0.64","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3868746","association","P61326 (EBI-3868746) Q9BZI7","false","association","pubmed","16209946","false","EBI-3868746","P61326 (EBI-3868746) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23463","figure legend:5D|curation depth:mimix curation","Gehring et al. (2005)","spoke expansion","MI:1060","0.91","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3868762","association","Q9Y5S9 (EBI-3868762) Q9BZI7","false","association","pubmed","16209946","false","EBI-3868762","Q9Y5S9 (EBI-3868762) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23464","figure legend:6c|curation depth:mimix curation","Gehring et al. (2005)","spoke expansion","MI:1060","0.85","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3868789","association","P38919 (EBI-3868789) Q9BZI7","false","association","pubmed","16209946","false","EBI-3868789","P38919 (EBI-3868789) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23465","figure legend:1b and 3b|curation depth:mimix curation","Kashima et al. (2006)","spoke expansion","MI:1060","0.91","2011/04/11","anti bait coimmunoprecipitation","MI:0006","human|Homo sapiens","9606|9606","EBI-3870117","association","Q9Y5S9 (EBI-3870117) Q9BZI7","false","association","pubmed","16452507","false","EBI-3870117","Q9Y5S9 (EBI-3870117) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23466","figure legend:supplement. fig 1|curation depth:mimix curation","Kashima et al. (2006)","spoke expansion","MI:1060","0.86","2011/04/11","anti bait coimmunoprecipitation","MI:0006","human|Homo sapiens","9606|9606","EBI-3870133","association","Q9HAU5 (EBI-3870133) Q9BZI7","false","association","pubmed","16452507","false","EBI-3870133","Q9HAU5 (EBI-3870133) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23468","figure legend:2d|curation depth:mimix curation","Kashima et al. (2006)","spoke expansion","MI:1060","0.35","2011/04/11","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3870165","association","Q96Q15 (EBI-3870165) Q9BZI7","false","association","pubmed","16452507","false","EBI-3870165","Q96Q15 (EBI-3870165) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23469","figure legend:2c|curation depth:mimix curation","Kashima et al. (2006)","spoke expansion","MI:1060","0.35","2011/04/11","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3870159","association","Q96Q15 (EBI-3870159) Q9BZI7","false","association","pubmed","16452507","false","EBI-3870159","Q96Q15 (EBI-3870159) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23472","figure legend:5i|curation depth:mimix curation","Bonnon et al. (2010)",,,"0.4","2011/09/16","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-4405592","physical association","O35587 (EBI-4405592) O95487","false","physical association","pubmed","20427317","false","EBI-4405592","O35587 (EBI-4405592) O95487","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23473","figure legend:5j|curation depth:mimix curation","Bonnon et al. (2010)",,,"0.4","2011/09/16","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-4405615","physical association","Q15363 (EBI-4405615) O95487","false","physical association","pubmed","20427317","false","EBI-4405615","Q15363 (EBI-4405615) O95487","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23476","figure legend:1B|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Takata et al. (2003)",,,"0.54","2011/10/07","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-4423945","physical association","Q96EB6 (EBI-4423945) Q14469","false","physical association","pubmed|imex","12535671|IM-16947","false","EBI-4423945","Q96EB6 (EBI-4423945) Q14469","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23477","figure legend:1A|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Takata et al. (2003)",,,"0.54","2011/10/07","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-4423937","physical association","Q96EB6 (EBI-4423937) Q14469","false","physical association","pubmed|imex","12535671|IM-16947","false","EBI-4423937","Q96EB6 (EBI-4423937) Q14469","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23479","figure legend:1c|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Takata et al. (2003)",,,"0.54","2011/10/07","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-4423978","physical association","Q9UBP5 (EBI-4423978) Q96EB6","false","physical association","pubmed|imex","12535671|IM-16947","false","EBI-4423978","Q9UBP5 (EBI-4423978) Q96EB6","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23480","figure legend:2A|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Takata et al. (2003)",,,"0.54","2011/10/07","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-4423993","direct interaction","Q14469 (EBI-4423993) Q96EB6","false","direct interaction","pubmed|imex","12535671|IM-16947","false","EBI-4423993","Q14469 (EBI-4423993) Q96EB6","unspecified role","MI:0499","psi-mi","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23481","figure legend:2B|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Takata et al. (2003)",,,"0.54","2011/10/07","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-4424001","direct interaction","Q96EB6 (EBI-4424001) Q9UBP5","false","direct interaction","pubmed|imex","12535671|IM-16947","false","EBI-4424001","Q96EB6 (EBI-4424001) Q9UBP5","unspecified role","MI:0499","psi-mi","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23482","figure legend:2c, d and e|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Takata et al. (2003)",,,"0.54","2011/10/07","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-4424016","direct interaction","Q96EB6 (EBI-4424016) Q14469","false","direct interaction","pubmed|imex","12535671|IM-16947","false","EBI-4424016","Q96EB6 (EBI-4424016) Q14469","unspecified role","MI:0499","psi-mi","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23483","figure legend:2E|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Takata et al. (2003)",,,"0.54","2011/10/07","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-4424026","direct interaction","Q96EB6 (EBI-4424026) Q9UBP5","false","direct interaction","pubmed|imex","12535671|IM-16947","false","EBI-4424026","Q96EB6 (EBI-4424026) Q9UBP5","unspecified role","MI:0499","psi-mi","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23486","figure legend:1C|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Xie et al. (2009)",,,"0.4","2011/11/24","anti bait coimmunoprecipitation","MI:0006","human-hep_g2|Homo sapiens hepatocellular carcinoma","9606|9606","EBI-5273985","physical association","Q9NS37 (EBI-5273985) P62508","false","physical association","pubmed","19690166","false","EBI-5273985","Q9NS37 (EBI-5273985) P62508","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23489","figure legend:1C|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Xie et al. (2009)",,,"0.4","2011/11/24","anti bait coimmunoprecipitation","MI:0006","mouse-liver|Mus musculus","10090|10090","EBI-5273999","physical association","P62509 (EBI-5273999) Q91ZR3","false","physical association","pubmed","19690166","false","EBI-5273999","P62509 (EBI-5273999) Q91ZR3","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23490","figure legend:1C|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Xie et al. (2009)",,,"0.4","2011/11/24","anti bait coimmunoprecipitation","MI:0006","mouse-heart|Mus musculus heart [Cardiac; Cardiac tissue]","10090|10090","EBI-5274067","physical association","P62509 (EBI-5274067) Q91ZR3","false","physical association","pubmed","19690166","false","EBI-5274067","P62509 (EBI-5274067) Q91ZR3","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23491","figure legend:1C|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Xie et al. (2009)",,,"0.4","2011/11/24","anti bait coimmunoprecipitation","MI:0006","mouse-kidney|Mus musculus","10090|10090","EBI-5277987","physical association","Q91ZR3 (EBI-5277987) P62509","false","physical association","pubmed","19690166","false","EBI-5277987","Q91ZR3 (EBI-5277987) P62509","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23492","figure legend:1A and 3B|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Xie et al. (2009)",,,"0.46","2011/11/24","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-5274099","physical association","P62509 (EBI-5274099) Q9NS37","false","physical association","pubmed","19690166","false","EBI-5274099","P62509 (EBI-5274099) Q9NS37","unspecified role","MI:0499","psi-mi","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
